Boundary Type,Boundary Name,Boundary Number,Citizen Canadian,Citizen Non-Canadian,Citizen Total,Born Philippines,Born United Kingdom,Born Poland,Born Germany,Born India,Born Portugal,Born United States America,Born China Peoples Republic,Born Ukraine,Born All Other Country,Born Italy,Born Viet Nam,Born Netherlands,Born Jamaica,Born Hong Kong,Born Yugoslavia Other,Born Guyana,Born Croatia,Born Greece,Born Mexico,Born South Korea,Born France,Born Ireland,Born Austria,Born South Africa,Born Egypt,Born Taiwan,Born Switzerland,Born Morocco,Born Haiti,Born Lebanon,Born Other Country,Born Total Immigrants,Immigrate Before 1961,Immigrate 1961-1970,Immigrate 1971-1980,Immigrate 1981-1990,Immigrate 1991-1995,Immigrate 1996-2001,Immigrate Period Total,Immigrate 1991-2001,Generation 1st,Generation 2nd,Generation 3rd Or More,Generation Total Population,Immigrate Philippines,Immigrate India,Immigrate China Peoples Republic,Immigrate Ukraine,Immigrate South Korea,Immigrate United States America,Immigrate Pakistan,Immigrate Afghanistan,Immigrate All Other,Immigrate Bosnia Herzegovina,Immigrate United Kingdom,Immigrate Yugoslavia,Immigrate Viet Nam,Immigrate Croatia,Immigrate Russia,Immigrate Iraq,Immigrate Jamaica,Immigrate Iran,Immigrate Romania,Immigrate Colombia,Immigrate Mexico,Immigrate Hong Kong,Immigrate South Africa,Immigrate Sri Lanka,Immigrate Germany,Immigrate Congo,Immigrate France,Immigrate Haiti,Immigrate Lebanon,Immigrate Morocco,Immigrate Algeria,Immigrate Other,Immigrate Recent Total
Neighbourhood,Meadows,4.415,5100,205,5305,85,75,65,20,20,25,40,0,0,260,15,0,10,30,10,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,165,585,65,65,210,135,65,45,585,110,575,835,2590,4000,15,0,0,0,0,20,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
Neighbourhood,Melrose,4.402,1330,25,1355,0,20,35,0,0,0,10,0,10,30,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,120,25,35,15,30,10,0,120,10,125,285,670,1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neighbourhood,Minnetonka,5.519,4400,60,4460,30,80,20,30,60,0,35,10,55,280,35,0,30,0,30,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,155,605,130,135,150,75,40,75,605,115,590,790,2225,3610,0,20,0,50,0,0,0,0,20,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,75
Neighbourhood,Minto,1.115,5425,155,5580,380,70,20,55,0,155,25,40,15,355,45,95,10,25,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,140,1120,120,115,260,290,170,160,1120,330,1110,945,2385,4440,90,0,25,0,20,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,165
Neighbourhood,Mission Gardens,4.416,3315,180,3490,100,50,10,35,35,10,20,0,0,340,20,25,40,25,10,0,10,15,0,0,0,0,10,0,0,0,0,0,0,0,0,185,595,70,100,155,140,55,75,595,130,610,555,1350,2515,0,0,0,0,0,0,0,0,70,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,75
Neighbourhood,Montcalm,5.64,3945,535,4480,40,140,10,10,55,0,65,60,30,625,15,0,25,0,35,0,20,0,0,15,10,0,0,10,0,10,0,0,0,0,0,485,1025,115,110,125,190,155,325,1025,480,1085,660,2105,3850,0,40,30,30,0,10,10,0,200,0,0,0,0,0,0,25,0,0,60,0,10,10,0,10,0,0,0,0,0,0,0,85,325
Neighbourhood,Munroe East,4.412,8390,330,8715,160,165,110,125,10,25,40,105,45,670,45,65,35,20,0,15,45,25,0,15,0,0,15,0,0,0,0,0,0,0,0,390,1445,390,155,210,320,195,175,1440,370,1380,1595,3935,6905,30,0,20,10,0,15,0,0,115,0,10,0,0,15,0,0,0,0,0,35,10,0,0,0,0,0,0,0,0,0,0,45,175
Neighbourhood,Munroe West,4.407,2940,75,3015,20,15,20,35,10,0,10,0,35,230,0,0,0,10,0,0,15,0,0,10,0,0,0,0,0,0,0,0,0,0,0,195,385,85,25,120,80,0,70,385,70,360,725,1300,2385,0,0,0,0,0,10,0,0,60,20,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,70
Neighbourhood,Mynarski,3.31,1185,105,1290,105,0,70,35,0,45,10,0,30,110,10,50,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,40,390,95,30,55,85,30,90,385,120,365,250,375,995,15,0,0,15,0,0,0,0,65,0,0,0,45,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90
Neighbourhood,Niakwa Park,5.55,940,10,950,0,15,0,20,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,15,70,25,15,10,20,0,0,70,0,70,210,535,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neighbourhood,Niakwa Place,5.551,2215,30,2245,15,45,55,15,0,0,10,10,0,90,20,0,15,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,45,250,100,50,60,35,0,0,250,0,250,540,1085,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neighbourhood,Norberry,5.512,1260,30,1290,10,15,45,15,0,0,10,10,0,100,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,200,65,40,0,0,70,0,195,70,190,210,650,1050,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Neighbourhood,Normand Park,5.527,685,30,720,0,15,0,10,0,0,10,0,0,30,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,10,60,15,20,15,10,0,10,60,10,60,65,445,575,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
Neighbourhood,North Point Douglas,3.311,2205,50,2260,70,0,75,25,0,15,0,0,25,160,15,15,0,0,0,0,10,10,0,0,0,0,0,0,0,15,0,0,0,0,0,95,355,90,25,60,140,15,30,355,45,345,305,1090,1735,10,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30
Neighbourhood,North River Heights,1.62,5545,160,5705,0,265,15,55,0,10,120,0,10,235,15,0,25,0,0,0,0,15,20,0,0,0,0,10,35,0,0,0,0,0,0,115,710,220,160,100,130,45,60,710,105,735,955,2865,4555,0,0,0,0,0,0,0,0,60,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,25,60
Neighbourhood,North St. Boniface,5.501,1870,10,1880,0,0,15,10,0,0,0,0,10,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,130,10,10,10,55,35,15,130,50,125,215,1140,1480,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15
Neighbourhood,Norwood East,5.513,4030,80,4110,15,25,45,25,0,20,30,0,0,205,10,20,15,20,0,0,0,10,0,30,15,10,0,0,0,0,0,0,0,0,0,75,370,105,45,80,75,0,65,370,65,355,610,2495,3470,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,10,0,0,0,25,0,0,0,0,0,0,0,0,0,0,15,70
Neighbourhood,Norwood West,5.514,3120,40,3160,10,80,0,10,0,0,10,0,0,100,20,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,10,10,0,45,225,40,60,90,15,10,10,225,20,245,490,1790,2525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Neighbourhood,Old Tuxedo,2.621,700,65,770,0,10,0,20,0,0,35,0,20,50,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,35,145,60,10,20,10,0,40,140,40,135,205,320,650,0,0,0,10,0,15,0,0,30,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,40
Neighbourhood,Parc La Salle,5.67,2180,70,2250,0,30,0,0,45,0,25,0,0,100,0,0,0,10,15,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,65,200,0,20,40,65,35,30,195,65,200,200,1275,1680,0,20,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Neighbourhood,Peguis,4.417,185,0,185,0,0,0,15,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,45,30,10,0,0,0,0,40,0,40,60,60,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neighbourhood,Pembina Strip,1.643,2575,160,2735,15,50,10,0,0,10,0,10,15,280,0,15,0,10,35,0,0,10,0,10,25,0,20,0,0,0,0,0,0,0,0,155,395,45,55,45,125,15,105,395,120,420,700,1530,2645,10,0,0,0,25,0,10,0,60,25,0,0,10,0,10,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,105
Neighbourhood,Point Road,1.606,1790,40,1825,0,35,10,45,0,0,30,10,10,165,25,10,20,0,0,0,0,15,0,10,0,0,0,0,0,0,0,0,0,20,0,65,280,105,50,45,45,25,10,285,35,285,350,855,1495,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10
Neighbourhood,Polo Park,2.125,270,10,285,20,0,0,10,0,0,0,0,0,50,0,10,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20,70,20,0,10,30,0,10,70,10,65,80,110,265,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10
Neighbourhood,Portage-Ellice,1.168,775,85,860,30,40,20,15,0,0,0,10,0,60,0,0,10,0,15,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,25,185,100,10,25,15,10,30,185,40,240,270,330,840,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,30
Neighbourhood,Pulberry,5.521,4495,125,4615,0,80,45,50,25,0,25,25,35,270,20,0,35,20,10,0,0,0,0,0,0,10,0,10,0,0,10,0,0,0,0,155,565,240,95,110,30,20,75,565,95,565,935,2345,3845,0,0,20,15,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
Neighbourhood,Radisson,4.408,3410,45,3455,0,50,25,25,0,10,15,0,0,120,15,0,45,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,35,250,110,90,10,10,30,0,250,30,270,655,1865,2785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neighbourhood,Richmond Lakes,5.641,1640,50,1690,0,0,0,10,0,0,15,0,0,130,0,10,10,10,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,80,155,20,15,65,35,15,15,160,30,180,185,900,1270,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
Neighbourhood,Richmond West,5.638,6130,365,6495,35,85,80,35,130,15,55,190,30,775,45,25,20,10,175,0,70,10,0,0,0,0,0,0,0,40,45,0,0,0,0,335,1425,95,185,320,335,265,220,1425,485,1385,925,2760,5075,0,20,55,20,0,10,0,0,130,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,100,220
Neighbourhood,Ridgedale,2.622,755,10,755,0,30,10,10,0,0,0,0,0,35,0,0,0,0,15,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,100,30,25,10,30,0,0,95,0,100,195,325,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neighbourhood,Ridgewood South,2.649,325,0,325,0,10,0,10,0,0,0,0,15,20,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,55,20,15,15,10,0,0,50,0,55,60,145,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neighbourhood,River East,4.418,8640,175,8815,20,100,170,230,30,40,55,15,130,555,55,10,75,10,0,20,0,40,15,10,0,10,0,30,0,0,0,0,0,0,0,280,1345,620,300,185,115,70,50,1350,120,1350,2125,3805,7285,0,0,0,30,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
Neighbourhood,River Park South,5.529,10600,250,10840,110,240,90,65,55,20,55,40,15,745,30,10,10,70,115,25,30,15,10,0,20,10,0,0,0,10,10,0,15,0,0,365,1430,150,235,375,325,195,145,1430,340,1435,1615,5315,8370,0,0,10,15,20,0,0,0,105,0,40,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,45,150
Neighbourhood,River West Park,2.623,1555,50,1600,0,65,10,0,15,0,15,0,0,20,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,10,50,15,10,0,40,120,40,110,285,895,1295,0,0,0,0,0,0,0,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Neighbourhood,Riverbend,3.323,3610,105,3715,95,45,70,20,50,40,15,25,45,200,10,0,0,20,20,0,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,105,615,55,45,180,195,60,75,615,135,600,450,1590,2640,0,0,0,0,0,0,0,0,75,0,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,75
Neighbourhood,Rivergrove,3.322,1030,10,1035,0,15,25,30,0,0,0,0,15,50,10,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20,140,85,35,20,0,0,0,145,0,145,285,380,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neighbourhood,River-Osborne,1.111,4345,365,4710,75,120,10,35,40,0,15,15,10,590,25,25,10,20,25,30,20,15,0,15,65,0,0,0,0,15,0,0,0,0,0,325,895,85,80,160,225,90,260,895,350,945,765,2560,4265,10,40,20,0,55,0,0,0,145,0,35,10,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,85,260
Neighbourhood,Riverview,1.666,4260,90,4355,55,135,40,40,0,0,35,35,0,210,10,0,20,0,10,0,0,0,0,10,0,0,55,0,0,0,0,0,0,0,0,105,535,200,75,135,70,35,20,535,55,565,905,2130,3600,0,0,0,0,0,0,0,0,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20
Neighbourhood,Robertson,3.312,3915,215,4125,455,55,155,20,0,115,10,15,70,95,15,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1010,220,95,160,260,185,95,1010,280,985,1030,1390,3405,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
Neighbourhood,Roblin Park,2.624,1040,10,1050,0,20,0,10,0,0,15,0,0,40,0,0,10,0,0,0,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,75,20,15,20,15,0,0,75,0,70,240,535,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neighbourhood,Rockwood,1.607,3925,115,4045,125,95,45,0,10,10,25,25,30,265,60,10,20,0,0,10,0,10,10,15,0,0,10,0,0,0,0,0,0,0,0,120,620,180,65,105,125,95,50,625,145,605,1000,1905,3515,0,0,20,0,0,0,0,0,40,0,0,10,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,50
Neighbourhood,Roslyn,1.117,3955,240,4195,10,160,95,10,10,0,30,15,0,390,10,15,20,0,15,20,10,0,10,0,0,10,10,10,0,0,0,0,0,0,0,260,720,295,80,95,65,75,105,720,180,780,1330,2015,4130,10,0,20,0,0,0,0,0,75,10,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,105
Neighbourhood,Rosser-Old Kildonan,3.335,300,0,295,10,10,35,0,20,0,0,0,0,35,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,100,0,25,60,0,15,0,100,15,105,35,75,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neighbourhood,Rossmere-A,4.413,12715,690,13405,50,170,320,250,0,35,70,55,420,1765,55,55,50,50,10,35,15,35,10,35,0,0,10,0,0,0,0,0,0,0,0,1405,3155,1135,340,385,455,395,445,3150,840,3070,2950,4815,10835,25,0,10,15,0,0,0,0,385,40,0,20,0,15,15,0,0,0,10,0,10,0,0,0,10,10,0,0,0,0,0,255,445
Neighbourhood,Rossmere-B,4.434,3990,30,4020,10,40,55,50,0,25,25,0,75,190,10,10,15,0,0,20,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,115,470,250,75,70,60,10,0,470,10,485,1120,1770,3370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neighbourhood,Royalwood,5.555,1285,15,1300,10,0,15,0,0,0,0,10,0,65,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,35,100,15,20,35,0,10,15,100,25,95,210,675,975,0,0,0,0,0,10,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Neighbourhood,Sargent Park,1.118,5435,530,5970,1045,65,35,35,15,340,10,25,25,390,85,50,10,0,10,0,0,0,15,0,10,10,0,0,0,0,0,0,0,0,0,200,1975,220,230,450,470,260,350,1980,610,1960,1140,1730,4835,290,0,0,0,0,0,0,0,45,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,350
Neighbourhood,Seven Oaks,3.314,2950,40,2990,0,60,95,40,0,20,30,0,45,215,30,10,10,20,0,0,0,35,0,10,0,10,0,0,0,0,0,0,0,0,0,90,490,230,70,100,80,0,15,490,15,505,630,1345,2480,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Neighbourhood,Shaughnessy Park,3.315,2085,70,2155,290,15,30,20,40,65,15,0,10,185,10,55,10,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,75,660,90,60,165,190,100,55,655,155,645,515,620,1770,10,40,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,55
Neighbourhood,Silver Heights,2.215,5140,90,5225,70,115,60,40,0,10,10,15,25,175,20,40,20,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,75,510,170,50,90,65,85,50,510,135,520,1145,2620,4290,35,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
Neighbourhood,Sir John Franklin,1.626,2290,50,2345,15,35,0,25,0,15,20,0,20,75,0,0,10,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,40,235,75,50,60,10,10,35,235,45,245,515,1260,2020,0,0,0,10,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,35
Neighbourhood,South Point Douglas,3.123,170,0,170,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,0,0,10,0,0,0,20,0,20,25,90,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neighbourhood,South Portage,1.161,1475,215,1695,10,40,0,15,15,0,15,0,0,160,0,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,130,280,50,60,30,40,35,55,280,90,380,370,910,1660,0,10,0,0,0,0,0,0,55,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,25,55
Neighbourhood,South River Heights,1.628,2670,40,2710,25,15,35,20,25,0,45,10,0,270,75,0,0,0,10,0,0,0,10,0,10,20,0,10,15,0,0,0,10,0,0,110,415,110,110,65,30,30,70,415,100,400,770,985,2160,25,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,70
Neighbourhood,South Tuxedo,2.645,3370,190,3555,35,95,20,25,100,0,20,0,10,330,45,10,10,0,20,10,0,10,30,0,0,0,10,0,65,0,0,0,0,0,0,120,625,130,135,180,30,25,130,625,155,630,1065,1300,2990,20,40,0,0,0,0,0,0,70,0,0,10,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,10,130
Neighbourhood,Southboine,2.627,1300,30,1335,0,50,0,20,0,0,25,0,0,35,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,15,130,60,35,15,0,10,0,130,10,145,280,600,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neighbourhood,Southdale,5.552,6905,95,7005,45,135,10,50,135,45,35,25,10,510,105,0,30,20,15,0,45,0,15,0,20,0,0,20,0,0,0,0,10,0,0,230,1000,285,200,245,105,100,70,1000,170,975,1160,3500,5645,15,10,0,0,0,0,0,0,35,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,65
Neighbourhood,Southland Park,5.542,890,10,895,10,15,0,0,0,0,0,10,10,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,20,25,10,0,10,0,70,10,65,130,530,725,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neighbourhood,Spence,1.104,3370,375,3745,485,15,25,25,10,140,0,35,20,570,0,180,0,25,10,40,85,0,10,10,0,10,0,0,0,0,0,0,0,0,0,200,1310,80,75,255,335,265,295,1305,560,1185,385,1340,2910,95,0,10,0,0,0,0,0,200,10,0,25,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,295
Neighbourhood,Springfield North,4.419,4910,50,4955,40,35,75,40,45,25,15,15,15,200,0,10,10,0,10,0,0,25,0,10,0,0,10,10,10,0,0,0,0,0,0,105,520,145,60,135,75,80,20,520,100,515,855,2395,3770,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20
Neighbourhood,Springfield South,4.42,1535,65,1600,0,10,20,20,20,35,0,15,0,145,0,15,0,0,0,0,0,10,10,0,0,10,0,0,0,0,0,0,0,0,0,100,260,50,50,40,65,35,20,260,55,260,300,685,1245,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Neighbourhood,St. George,5.515,2810,65,2875,0,75,20,25,25,0,10,0,0,160,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,325,90,70,60,25,15,60,320,75,330,670,1340,2340,0,25,0,0,10,0,0,0,35,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,25,60
Neighbourhood,St. John's,3.306,7590,245,7840,565,45,185,60,0,10,15,50,85,385,20,0,20,0,0,20,10,10,10,0,0,0,10,10,0,0,0,0,0,0,0,275,1430,255,155,270,410,205,140,1430,345,1405,1060,3360,5825,50,0,10,25,0,0,0,10,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,20,140
Neighbourhood,St. John's Park,3.313,510,40,555,0,0,10,0,0,0,0,0,25,75,15,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,40,105,35,10,0,20,20,20,105,40,105,130,250,480,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15
Neighbourhood,St. Matthews,1.112,5460,425,5890,840,65,35,10,55,160,55,105,15,755,70,175,0,75,0,0,20,15,25,10,0,0,0,0,0,25,0,10,10,0,0,320,2080,195,180,430,635,415,230,2080,645,2000,735,1865,4605,130,10,10,0,0,10,0,0,70,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,225
Neighbourhood,St. Norbert,5.625,1320,20,1340,0,20,20,0,0,0,15,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,10,0,0,0,15,100,40,20,25,0,0,10,95,10,90,290,755,1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Neighbourhood,St. Vital Perimeter South,5.543,1425,40,1460,0,40,0,10,0,0,10,0,0,130,15,0,0,0,0,0,0,0,0,10,0,0,10,10,0,0,0,10,0,0,0,75,175,65,25,15,40,35,0,175,35,175,250,710,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neighbourhood,Sturgeon Creek,2.214,3240,35,3275,10,70,10,40,10,10,15,25,0,105,15,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,305,115,55,40,45,25,25,305,50,315,690,1745,2750,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Neighbourhood,Talbot-Grey,4.403,2285,25,2310,10,20,0,20,0,0,0,10,15,80,0,15,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,55,160,50,0,65,15,25,0,160,25,180,415,1225,1820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neighbourhood,Templeton-Sinclair,3.324,4660,135,4800,105,65,220,90,50,155,45,0,110,335,50,0,15,10,10,20,15,25,10,0,0,20,0,15,10,0,0,10,10,0,0,115,1155,255,225,245,250,145,35,1155,180,1130,1120,1800,4060,0,30,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
Neighbourhood,The Maples,3.317,12455,1150,13605,1595,120,255,95,710,645,45,60,45,1160,195,105,15,150,10,30,20,80,20,0,0,0,0,15,0,0,0,0,0,0,0,520,4730,445,720,1295,1165,475,625,4725,1100,4615,2505,3640,10760,280,165,0,0,0,10,0,0,165,15,15,10,35,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,625
